Text,Emotion
review film blog entry david sitting garden feeling slightly smug discovering film shortlisted best film entry,joy
feel appreciative,joy
feeling boring,sadness
feel truly blessed opportunity participate review group enjoyed trying product giving honest opinion,love
look kid feel jealous sure,anger
feel honored call rex dingler friend,joy
kiss lip feel sweet,love
feel hopeless realize met none goal,sadness
feel cute feel good,joy
feel heading abyss created greedy greedy far greedy,anger
feel disheartened frustrated experience,sadness
going post training schedule next several month right refer easily anyone feel like supporting joining,joy
also feel amazed happy fortunate extremely blessed,surprise
feel insecure way examine boyfriend exempted,fear
feel every cell god really really love intensely faithful fulfilling promise u also,love
think apologizes little much stuff control get feeling sincere one,joy
feel smart telling people like wally lamb actually chick lit always mention people respect,joy
really anything feel dumb daughter,sadness
began feel bit irritable antsy,anger
see favorite person suffer nothing take pain away feel useless,sadness
seeing feeling divine,joy
feel fucking pathetic desperate hello,sadness
buy synthetic pearl feel need use elegant jewelry trinket,joy
ive feeling restless inside dont understand,fear
feel unsure thanks l lot people liked,fear
feeling rather self satisfied teen daughter facebook friend,joy
im shocked feel little problem put perspective feel heartache innocent life ended,joy
feel insecure writing,fear
also feel often burden way anything nursing student nurse yet must remember may grumpy presence everyone learn somewhere boo friggety hoo medical personnel irritated nursing student,anger
feel little bit brave,joy
often refer weak im sure mean exactly say know reflect past two year feel strong strong accomplished,joy
still feel like look messy use try change,sadness
know need space deal thing left suddenly feeling even helpless alone,sadness
first time year feeling cold,anger
feel hopeless right,sadness
feel though living island put delicious moisturiser sample lasting long time used twice day rest product gentle yet cleansing moisturising,joy
feel like girl fearless excited life discovery,joy
feeling might offended one dork sitting censorship cubicle doom,anger
break dream leaf feeling groggy disoriented dont like,sadness
nodded proud decision procure pump feeling slightly smug,joy
feel ecstatic homework,joy
wanted really love book social thought provoking personal history thing left feeling disappointed one,sadness
went registration passed uneventful five minute feeling deeply amused,joy
feel charmed see harder plan adherence appear accomplishment august attempt olympic medal,joy
feel despairing sadness much time working cut tie,sadness
overwhelming feeling sadness people world hateful,anger
arrived gym ball sunshine made feel welcomed gym although felt like dorky unfit rotund sloth fit environment buffed fit looking fierce looking bloke,joy
feel rushed,anger
feel impatient stop body giving positive response,anger
bad dream really weird dream make feel like got sleep completely disturbed thought,sadness
feel pressured helpless dont control,fear
woke feeling dazed confused,surprise
im done putting constant bullying feel threatened constantly defensive tired constantly defending others,fear
extremely positive feeling divine energy alone take quaking boat shore,joy
ive feeling listless two day,sadness
im feeling little stressed,sadness
feel cute tune song day christmas played mind pia almost best friend going like everyday share almost everything understand together went,joy
feel like suddenly lost limb tragic accident,sadness
think say feel alone feel like facing alone dont really mean say,sadness
feel like im something really naughty like dessert breakfast,love
feel shaken angry husband keep lying sexaholic often start feel mad god,fear
want feel left offering discount tea tote beloved reader beginning today april th,love
also feel fearful concerned worried,fear
ive sat wondered guy liked hasnt texted calling really thing make feel awkward seems effort contrary wont take chance girlfriend,sadness
feel fine good enough sunday evening,joy
see feel need respond ludicrous question concerning anything,sadness
saw nothing dining room table moved think im starting feel safe come,joy
feel bit disillusioned men whole population,sadness
